i_,name,mult,inchi
976,C7H14OOH3-6,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,4-6H2,1-2H3"
977,C7H14OOH3-7,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,1,3-6H2,2H3"
978,C7H14OOH4-1,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7-8H,1,3-6H2,2H3"
979,C7H14OOH4-2,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,4-6H2,1-2H3"
980,C7H14OOH4-3,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h5,7-8H,3-4,6H2,1-2H3"
981,C7H14O1-2,1,"InChI=1S/C7H14O/c1-2-3-4-5-7-6-8-7/h7H,2-6H2,1H3"
982,C7H14O1-3,1,"InChI=1S/C7H14O/c1-2-3-4-7-5-6-8-7/h7H,2-6H2,1H3"
983,C7H14O1-4,1,"InChI=1S/C7H14O/c1-2-4-7-5-3-6-8-7/h7H,2-6H2,1H3"
984,C7H14O1-5,1,"InChI=1S/C7H14O/c1-2-7-5-3-4-6-8-7/h7H,2-6H2,1H3"
985,C7H14O2-3,1,"InChI=1S/C7H14O/c1-3-4-5-7-6(2)8-7/h6-7H,3-5H2,1-2H3"
986,C7H14O2-4,1,"InChI=1S/C7H14O/c1-3-4-7-5-6(2)8-7/h6-7H,3-5H2,1-2H3"
987,C7H14O2-5,1,"InChI=1S/C7H14O/c1-3-7-5-4-6(2)8-7/h6-7H,3-5H2,1-2H3"
988,C7H14O2-6,1,"InChI=1S/C7H14O/c1-6-4-3-5-7(2)8-6/h6-7H,3-5H2,1-2H3"
989,C7H14O3-4,1,"InChI=1S/C7H14O/c1-3-5-7-6(4-2)8-7/h6-7H,3-5H2,1-2H3"
990,C7H14O3-5,1,"InChI=1S/C7H14O/c1-3-6-5-7(4-2)8-6/h6-7H,3-5H2,1-2H3"
991,C7H14OOH1-2O2,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7-8H,2-6H2,1H3"
992,C7H14OOH1-3O2,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-8H,2-6H2,1H3"
993,C7H14OOH1-4O2,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-8H,2-6H2,1H3"
994,C7H14OOH1-5O2,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-8H,2-6H2,1H3"
995,C7H14OOH2-1O2,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h7,9H,2-6H2,1H3"
996,C7H14OOH2-3O2,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-8H,3-5H2,1-2H3"
997,C7H14OOH2-4O2,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-8H,3-5H2,1-2H3"
998,C7H14OOH2-5O2,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-8H,3-5H2,1-2H3"
999,C7H14OOH2-6O2,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-8H,3-5H2,1-2H3"
1000,C7H14OOH3-1O2,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7,9H,2-6H2,1H3"
1001,C7H14OOH3-2O2,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-7,9H,3-5H2,1-2H3"
1002,C7H14OOH3-4O2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-8H,3-5H2,1-2H3"
1003,C7H14OOH3-5O2,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-8H,3-5H2,1-2H3"
1004,C7H14OOH3-6O2,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-7,9H,3-5H2,1-2H3"
1005,C7H14OOH3-7O2,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7,9H,2-6H2,1H3"
1006,C7H14OOH4-1O2,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7,9H,2-6H2,1H3"
1007,C7H14OOH4-2O2,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-7,9H,3-5H2,1-2H3"
1008,C7H14OOH4-3O2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-7,9H,3-5H2,1-2H3"
1009,C7H13Q12-3,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h5,7-9H,2-4,6H2,1H3"
1010,C7H13Q12-4,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h4,7-9H,2-3,5-6H2,1H3"
1011,C7H13Q12-5,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h3,7-9H,2,4-6H2,1H3"
1012,C7H13Q12-6,2,"InChI=1S/C7H15O4/c1-2-3-4-5-7(11-9)6-10-8/h2,7-9H,3-6H2,1H3"
1013,C7H13Q13-2,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h5,7-9H,2-4,6H2,1H3"
1014,C7H13Q13-4,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h4,7-9H,2-3,5-6H2,1H3"
1015,C7H13Q13-5,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h3,7-9H,2,4-6H2,1H3"
1016,C7H13Q13-6,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h2,7-9H,3-6H2,1H3"
1017,C7H13Q13-7,2,"InChI=1S/C7H15O4/c1-2-3-4-7(11-9)5-6-10-8/h7-9H,1-6H2"
1018,C7H13Q14-2,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h3,7-9H,2,4-6H2,1H3"
1019,C7H13Q14-3,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h5,7-9H,2-4,6H2,1H3"
1020,C7H13Q14-5,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h4,7-9H,2-3,5-6H2,1H3"
1021,C7H13Q14-6,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h2,7-9H,3-6H2,1H3"
1022,C7H13Q14-7,2,"InChI=1S/C7H15O4/c1-2-4-7(11-9)5-3-6-10-8/h7-9H,1-6H2"
1023,C7H13Q15-2,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h4,7-9H,2-3,5-6H2,1H3"
1024,C7H13Q15-3,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h3,7-9H,2,4-6H2,1H3"
1025,C7H13Q15-4,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h5,7-9H,2-4,6H2,1H3"
1026,C7H13Q15-6,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h2,7-9H,3-6H2,1H3"
1027,C7H13Q15-7,2,"InChI=1S/C7H15O4/c1-2-7(11-9)5-3-4-6-10-8/h7-9H,1-6H2"
1028,C7H13Q23-1,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,2-5H2,1H3"
1029,C7H13Q23-4,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h5-9H,3-4H2,1-2H3"
1030,C7H13Q23-5,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h4,6-9H,3,5H2,1-2H3"
1031,C7H13Q23-6,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h3,6-9H,4-5H2,1-2H3"
1032,C7H13Q23-7,2,"InChI=1S/C7H15O4/c1-3-4-5-7(11-9)6(2)10-8/h6-9H,1,3-5H2,2H3"
1033,C7H13Q24-1,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,2-5H2,1H3"
1034,C7H13Q24-3,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h5-9H,3-4H2,1-2H3"
1035,C7H13Q24-5,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h4,6-9H,3,5H2,1-2H3"
1036,C7H13Q24-6,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h3,6-9H,4-5H2,1-2H3"
1037,C7H13Q24-7,2,"InChI=1S/C7H15O4/c1-3-4-7(11-9)5-6(2)10-8/h6-9H,1,3-5H2,2H3"
1038,C7H13Q25-1,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,2-5H2,1H3"
1039,C7H13Q25-3,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h4,6-9H,3,5H2,1-2H3"
1040,C7H13Q25-4,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h5-9H,3-4H2,1-2H3"
1041,C7H13Q25-6,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h3,6-9H,4-5H2,1-2H3"
1042,C7H13Q25-7,2,"InChI=1S/C7H15O4/c1-3-7(11-9)5-4-6(2)10-8/h6-9H,1,3-5H2,2H3"
1043,C7H13Q26-1,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h6-9H,1,3-5H2,2H3"
1044,C7H13Q26-3,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h4,6-9H,3,5H2,1-2H3"
1045,C7H13Q26-4,2,"InChI=1S/C7H15O4/c1-6(10-8)4-3-5-7(2)11-9/h3,6-9H,4-5H2,1-2H3"
1046,C7H13Q34-1,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,2-5H2,1H3"
1047,C7H13Q34-2,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h4,6-9H,3,5H2,1-2H3"
1048,C7H13Q34-5,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h5-9H,3-4H2,1-2H3"
1049,C7H13Q34-6,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h3,6-9H,4-5H2,1-2H3"
1050,C7H13Q34-7,2,"InChI=1S/C7H15O4/c1-3-5-7(11-9)6(4-2)10-8/h6-9H,1,3-5H2,2H3"
1051,C7H13Q35-1,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h6-9H,1,3-5H2,2H3"
1052,C7H13Q35-2,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h3,6-9H,4-5H2,1-2H3"
1053,C7H13Q35-4,2,"InChI=1S/C7H15O4/c1-3-6(10-8)5-7(4-2)11-9/h5-9H,3-4H2,1-2H3"
1054,C7KET12,1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(6-8)10-9/h6-7,9H,2-5H2,1H3"
1055,C7KET13,1,"InChI=1S/C7H14O3/c1-2-3-4-7(10-9)5-6-8/h6-7,9H,2-5H2,1H3"
1056,C7KET14,1,"InChI=1S/C7H14O3/c1-2-4-7(10-9)5-3-6-8/h6-7,9H,2-5H2,1H3"
1057,C7KET15,1,"InChI=1S/C7H14O3/c1-2-7(10-9)5-3-4-6-8/h6-7,9H,2-5H2,1H3"
1058,C7KET21,1,"InChI=1S/C7H14O3/c1-2-3-4-5-7(8)6-10-9/h9H,2-6H2,1H3"
1059,C7KET23,1,"InChI=1S/C7H14O3/c1-3-4-5-7(10-9)6(2)8/h7,9H,3-5H2,1-2H3"
1060,C7KET24,1,"InChI=1S/C7H14O3/c1-3-4-7(10-9)5-6(2)8/h7,9H,3-5H2,1-2H3"
1061,C7KET25,1,"InChI=1S/C7H14O3/c1-3-7(10-9)5-4-6(2)8/h7,9H,3-5H2,1-2H3"
1062,C7KET26,1,"InChI=1S/C7H14O3/c1-6(8)4-3-5-7(2)10-9/h7,9H,3-5H2,1-2H3"
1063,C7KET31,1,"InChI=1S/C7H14O3/c1-2-3-4-7(8)5-6-10-9/h9H,2-6H2,1H3"
1064,C7KET32,1,"InChI=1S/C7H14O3/c1-3-4-5-7(8)6(2)10-9/h6,9H,3-5H2,1-2H3"
1065,C7KET34,1,"InChI=1S/C7H14O3/c1-3-5-7(10-9)6(8)4-2/h7,9H,3-5H2,1-2H3"
1066,C7KET35,1,"InChI=1S/C7H14O3/c1-3-6(8)5-7(4-2)10-9/h7,9H,3-5H2,1-2H3"
1067,C7KET36,1,"InChI=1S/C7H14O3/c1-3-7(8)5-4-6(2)10-9/h6,9H,3-5H2,1-2H3"
1068,C7KET37,1,"InChI=1S/C7H14O3/c1-2-7(8)5-3-4-6-10-9/h9H,2-6H2,1H3"
1069,C7KET41,1,"InChI=1S/C7H14O3/c1-2-4-7(8)5-3-6-10-9/h9H,2-6H2,1H3"
1070,C7KET42,1,"InChI=1S/C7H14O3/c1-3-4-7(8)5-6(2)10-9/h6,9H,3-5H2,1-2H3"
1071,C7KET43,1,"InChI=1S/C7H14O3/c1-3-5-6(8)7(4-2)10-9/h7,9H,3-5H2,1-2H3"
1072,C7H13-1D3OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,2-3,5-6H2,1H3"
1073,C7H13-1D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,7-8H,1,4-6H2,2H3"
1074,C7H13-1D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,7-8H,1,4-6H2,2H3"
1075,C7H13-1D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,1,4-6H2,2H3"
1076,C7H13-2D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h5-6,8H,2-4,7H2,1H3"
1077,C7H13-2D4OOH,1,"InChI=1S/C7H14O2/c1-3-5-7(9-8)6-4-2/h3,5,7-8H,4,6H2,1-2H3"
1078,C7H13-2D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h3,5,7-8H,4,6H2,1-2H3"
1079,C7H13-2D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h3-4,7-8H,5-6H2,1-2H3"
1080,C7H13-2D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h2-3,8H,4-7H2,1H3"
1081,C7H13-3D1OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h4-5,8H,2-3,6-7H2,1H3"
1082,C7H13-3D2OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h5-8H,3-4H2,1-2H3"
1083,C7H13-3D5OOH,1,"InChI=1S/C7H14O2/c1-3-5-6-7(4-2)9-8/h5-8H,3-4H2,1-2H3"
1084,C7H13-3D6OOH,1,"InChI=1S/C7H14O2/c1-3-4-5-6-7(2)9-8/h4-5,7-8H,3,6H2,1-2H3"
1085,C7H13-3D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h3-4,8H,2,5-7H2,1H3"
1086,C7H13O12-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6(10-8)7-5-9-7/h6-8H,2-5H2,1H3"
1087,C7H13O12-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-6(10-8)4-7-5-9-7/h6-8H,2-5H2,1H3"
1088,C7H13O12-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)3-4-7-5-9-7/h6-8H,2-5H2,1H3"
1089,C7H13O12-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)3-2-4-7-5-9-7/h6-8H,2-5H2,1H3"
1090,C7H13O13-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-8)5-9-6/h6-8H,2-5H2,1H3"
1091,C7H13O13-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-7(10-8)6-4-5-9-6/h6-8H,2-5H2,1H3"
1092,C7H13O13-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)5-7-3-4-9-7/h6-8H,2-5H2,1H3"
1093,C7H13O13-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)2-3-7-4-5-9-7/h6-8H,2-5H2,1H3"
1094,C7H13O13-7OOH,1,"InChI=1S/C7H14O3/c8-10-5-2-1-3-7-4-6-9-7/h7-8H,1-6H2"
1095,C7H13O14-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3"
1096,C7H13O14-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-8)4-5-9-6/h6-8H,2-5H2,1H3"
1097,C7H13O14-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)7-4-3-5-9-7/h6-8H,2-5H2,1H3"
1098,C7H13O14-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)5-7-3-2-4-9-7/h6-8H,2-5H2,1H3"
1099,C7H13O14-7OOH,1,"InChI=1S/C7H14O3/c8-10-6-2-4-7-3-1-5-9-7/h7-8H,1-6H2"
1100,C7H13O15-2OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3"
1101,C7H13O15-3OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-8)3-4-9-6/h6-8H,2-5H2,1H3"
1102,C7H13O15-4OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-8)4-3-5-9-6/h6-8H,2-5H2,1H3"
1103,C7H13O15-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)7-4-2-3-5-9-7/h6-8H,2-5H2,1H3"
1104,C7H13O15-7OOH,1,"InChI=1S/C7H14O3/c8-10-6-4-7-3-1-2-5-9-7/h7-8H,1-6H2"
1105,C7H13O23-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1106,C7H13O23-4OOH,1,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3"
1107,C7H13O23-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3"
1108,C7H13O23-6OOH,1,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3"
1109,C7H13O23-7OOH,1,"InChI=1S/C7H14O3/c1-6-7(10-6)4-2-3-5-9-8/h6-8H,2-5H2,1H3"
1110,C7H13O24-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1111,C7H13O24-3OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3"
1112,C7H13O24-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3"
1113,C7H13O24-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3"
1114,C7H13O24-7OOH,1,"InChI=1S/C7H14O3/c1-6-5-7(10-6)3-2-4-9-8/h6-8H,2-5H2,1H3"
1115,C7H13O25-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1116,C7H13O25-3OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3"
1117,C7H13O25-4OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3"
1118,C7H13O25-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3"
1119,C7H13O25-7OOH,1,"InChI=1S/C7H14O3/c1-6-2-3-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3"
1120,C7H13O26-1OOH,1,"InChI=1S/C7H14O3/c1-6-3-2-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3"
1121,C7H13O26-3OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3"
1122,C7H13O26-4OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3"
1123,C7H13O34-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3"
1124,C7H13O34-2OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3"
1125,C7H13O34-5OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3"
1126,C7H13O34-6OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3"
1127,C7H13O34-7OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-6)4-3-5-9-8/h6-8H,2-5H2,1H3"
1128,C7H13O35-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-6)3-4-9-8/h6-8H,2-5H2,1H3"
1129,C7H13O35-2OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3"
1130,C7H13O35-4OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3"
1131,C7KET12O,2,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h6-7H,2-5H2,1H3"
1132,C7KET13O,2,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h6-7H,2-5H2,1H3"
1133,C7KET14O,2,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h6-7H,2-5H2,1H3"
1134,C7KET15O,2,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h6-7H,2-5H2,1H3"
1135,C7KET21O,2,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h2-6H2,1H3"
1136,C7KET23O,2,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h7H,3-5H2,1-2H3"
1137,C7KET24O,2,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h7H,3-5H2,1-2H3"
1138,C7KET25O,2,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h7H,3-5H2,1-2H3"
1139,C7KET26O,2,"InChI=1S/C7H13O2/c1-6(8)4-3-5-7(2)9/h6H,3-5H2,1-2H3"
1140,C7KET31O,2,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h2-6H2,1H3"
1141,C7KET32O,2,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h6H,3-5H2,1-2H3"
1142,C7KET34O,2,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h7H,3-5H2,1-2H3"
1143,C7KET35O,2,"InChI=1S/C7H13O2/c1-3-6(8)5-7(9)4-2/h6H,3-5H2,1-2H3"
1144,C7KET36O,2,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h6H,3-5H2,1-2H3"
1145,C7KET37O,2,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h2-6H2,1H3"
1146,C7KET41O,2,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h2-6H2,1H3"
1147,C7KET42O,2,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h6H,3-5H2,1-2H3"
1148,C7KET43O,2,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h6H,3-5H2,1-2H3"
1149,C7Y24,1,"InChI=1S/C7H12O2/c1-3-4-7(9)5-6(2)8/h3-5H2,1-2H3"
1150,C7Y13,1,"InChI=1S/C7H12O2/c1-2-3-4-7(9)5-6-8/h6H,2-5H2,1H3"
1151,C7Y35,1,"InChI=1S/C7H12O2/c1-3-6(8)5-7(9)4-2/h3-5H2,1-2H3"
1152,C7H14OOH1-2O,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7,9H,2-6H2,1H3"
1153,C7H14OOH1-3O,2,"InChI=1S/C7H15O3/c1-2-3-4-7(8)5-6-10-9/h7,9H,2-6H2,1H3"
1154,C7H14OOH1-4O,2,"InChI=1S/C7H15O3/c1-2-4-7(8)5-3-6-10-9/h7,9H,2-6H2,1H3"
1155,C7H14OOH1-5O,2,"InChI=1S/C7H15O3/c1-2-7(8)5-3-4-6-10-9/h7,9H,2-6H2,1H3"
1156,C7H14OOH2-1O,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7,9H,2-6H2,1H3"
1157,C7H14OOH2-3O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3"
1158,C7H14OOH2-4O,2,"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3"
1159,C7H14OOH2-5O,2,"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3"
1160,C7H14OOH2-6O,2,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3"
1161,C7H14OOH3-1O,2,"InChI=1S/C7H15O3/c1-2-3-4-7(10-9)5-6-8/h7,9H,2-6H2,1H3"
1162,C7H14OOH3-2O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3"
1163,C7H14OOH3-4O,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3"
1164,C7H14OOH3-5O,2,"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3"
1165,C7H14OOH3-6O,2,"InChI=1S/C7H15O3/c1-3-7(10-9)5-4-6(2)8/h6-7,9H,3-5H2,1-2H3"
1166,C7H14OOH3-7O,2,"InChI=1S/C7H15O3/c1-2-7(10-9)5-3-4-6-8/h7,9H,2-6H2,1H3"
1167,C7H14OOH4-1O,2,"InChI=1S/C7H15O3/c1-2-4-7(10-9)5-3-6-8/h7,9H,2-6H2,1H3"
1168,C7H14OOH4-2O,2,"InChI=1S/C7H15O3/c1-3-4-7(10-9)5-6(2)8/h6-7,9H,3-5H2,1-2H3"
1169,C7H14OOH4-3O,2,"InChI=1S/C7H15O3/c1-3-5-7(10-9)6(8)4-2/h6-7,9H,3-5H2,1-2H3"
1170,C6H11O13-6,2,"InChI=1S/C6H11O/c1-2-3-6-4-5-7-6/h6H,1-5H2"
1171,C6H11O14-6,2,"InChI=1S/C6H11O/c1-2-6-4-3-5-7-6/h6H,1-5H2"
1172,C6H11O15-6,2,"InChI=1S/C6H11O/c1-6-4-2-3-5-7-6/h6H,1-5H2"
1173,C6H11O23-1,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,2-4H2,1H3"
1174,C6H11O23-6,2,"InChI=1S/C6H11O/c1-3-4-6-5(2)7-6/h5-6H,1,3-4H2,2H3"
1175,C6H11O24-1,2,"InChI=1S/C6H11O/c1-3-6-4-5(2)7-6/h5-6H,2-4H2,1H3"
